tempo,frame,expressao,confianca
19:14:31,160,sad,56.164166698704165
19:14:31,161,sad,57.87014961242676
19:14:31,162,fear,67.11769700050354
19:14:31,163,sad,58.37123394012451
19:14:31,164,sad,50.75478856294087
19:14:31,165,neutral,44.920549402171446
19:14:31,166,fear,58.04244625821389
19:14:31,167,sad,46.73151075839996
19:14:31,168,sad,52.976155281066895
19:14:31,169,sad,46.591132676072874
19:14:31,170,sad,62.477360668497006
19:14:31,171,fear,52.25096344947815
19:14:31,172,neutral,67.11220741271973
19:14:31,173,sad,43.42750091224898
19:14:31,174,neutral,52.756863832473755
19:14:32,175,sad,56.75119161605835
19:14:32,176,neutral,72.98168217917468
19:14:32,177,neutral,81.16443977779868
19:14:32,178,sad,51.57589316368103
19:14:32,179,sad,53.138887882232666
19:14:32,180,sad,81.82515501976013
19:14:32,181,neutral,78.30477952957153
19:14:32,182,sad,52.576494524061026
19:14:32,183,sad,63.72539184840869
19:14:32,184,sad,62.0578408241272
19:14:32,185,sad,59.61986780166626
19:14:32,186,sad,53.76433730125427
19:14:32,187,neutral,89.49313697177988
19:14:32,188,neutral,77.47829824944755
19:14:32,189,neutral,77.08342671394348
19:14:32,190,sad,55.200254917144775
19:14:32,191,neutral,43.61133873462677
19:14:32,192,fear,74.54842773368524
19:14:32,193,neutral,88.24975490570068
19:14:32,194,neutral,60.30774712562561
19:14:32,195,sad,52.33714580535889
19:14:32,196,sad,53.408387506508085
19:14:32,197,neutral,89.38764929771423
19:14:32,198,fear,49.913242469639485
19:14:33,199,neutral,80.42544722557068
19:14:33,200,sad,45.36924362182617
19:14:33,201,fear,59.5756471157074
19:14:33,202,neutral,93.83476339785834
19:14:33,203,neutral,71.59772515296936
19:14:33,204,sad,38.26023042201996
19:14:33,205,neutral,90.78190922737122
19:14:33,206,neutral,77.59307026863098
19:14:33,207,sad,47.91280354108768
19:14:33,208,neutral,97.18347225386235
19:14:33,209,neutral,74.81979427573613
19:14:33,210,neutral,84.79990363121033
19:14:33,211,neutral,59.87698435783386
19:14:33,212,neutral,88.46778273582458
19:14:33,213,neutral,54.23206090927124
19:14:33,214,neutral,81.4315140247345
19:14:33,215,neutral,72.09510803222656
19:14:33,216,neutral,70.48417085597862
19:14:33,217,neutral,68.32668403705168
19:14:33,218,neutral,55.355918407440186
19:14:33,219,neutral,60.423797369003296
19:14:33,220,neutral,64.95869755744934
19:14:34,221,neutral,85.71348360616165
19:14:34,222,neutral,53.15593481063843
19:14:34,223,neutral,56.347301980692265
19:14:34,224,neutral,53.54640483856201
19:14:34,225,neutral,94.48487162590027
19:14:34,226,neutral,66.6541576385498
19:14:34,227,neutral,96.06940150260925
19:14:34,228,neutral,97.32017549035841
19:14:34,229,neutral,74.25381983839392
19:14:34,230,neutral,90.33968448638916
19:14:34,231,neutral,90.50953984260559
19:14:34,232,neutral,72.16517329216003
19:14:34,233,neutral,38.281819224357605
19:14:34,234,sad,38.77403073156063
19:14:34,235,sad,40.120911598205566
19:14:34,236,neutral,50.22568702697754
19:14:34,237,sad,67.84689426422119
19:14:34,238,sad,69.30632361098246
19:14:34,239,neutral,60.03195643424988
19:14:34,240,sad,53.849330773909735
19:14:34,241,sad,55.43305277824402
19:14:34,242,neutral,88.50044012069702
19:14:34,243,sad,54.672783613204956
19:14:35,244,neutral,69.11315321922302
19:14:35,245,neutral,91.22066445473817
19:14:35,246,neutral,71.27394080162048
19:14:35,247,neutral,58.76182317733765
19:14:35,248,neutral,49.50806793618607
19:14:35,249,fear,51.79049351328689
19:14:35,250,neutral,38.989539622013524
19:14:35,251,sad,41.9958233833313
19:14:35,252,sad,44.81632113456726
19:14:35,253,sad,41.826435923576355
19:14:35,254,neutral,74.43687015019299
19:14:35,255,sad,45.06105184555054
19:14:35,256,neutral,73.5706090927124
19:14:35,257,sad,59.09239162115951
19:14:35,258,neutral,75.00846982002258
19:14:35,259,neutral,77.8870701789856
19:14:35,260,neutral,78.48965993461967
19:14:35,261,neutral,85.75316071510315
19:14:35,262,neutral,66.03126525878906
19:14:35,263,neutral,70.09450197219849
19:14:35,264,neutral,59.582310914993286
19:14:35,265,neutral,66.93819761276245
19:14:35,266,sad,54.33422327041626
19:14:35,267,neutral,64.8960530757904
19:14:36,268,neutral,59.71311926841736
19:14:36,269,neutral,68.81029830101708
19:14:36,270,sad,56.181174516677856
19:14:36,271,neutral,75.7757589683389
19:14:36,272,neutral,63.378727436065674
19:14:36,273,neutral,63.13795447349548
19:14:36,274,sad,40.27308523654938
19:14:36,275,neutral,47.400280833244324
19:14:36,276,neutral,71.50464910324206
19:14:36,277,neutral,58.692281402077505
19:14:36,278,neutral,50.82392692565918
19:14:36,279,sad,55.82111477851868
19:14:36,280,sad,57.31513500213623
19:14:36,281,neutral,50.66470209745777
19:14:36,282,neutral,66.00739359855652
19:14:36,283,sad,48.978835344314575
19:14:36,284,neutral,76.74697637557983
19:14:36,285,neutral,52.97026038169861
19:14:36,286,neutral,58.02047002437532
19:14:36,287,sad,51.55346393585205
19:14:36,288,sad,52.77322563805886
19:14:36,289,neutral,52.78811454772949
19:14:36,290,sad,66.30794405937195
19:14:36,291,sad,61.96430325508118
19:14:37,292,sad,57.854753732681274
19:14:37,293,sad,64.6197497844696
19:14:37,294,fear,52.093267191259
19:14:37,295,fear,53.058132711537645
19:14:37,296,neutral,60.810595750808716
19:14:37,297,neutral,61.629658937454224
19:14:37,298,sad,54.09948229789734
19:14:37,299,fear,44.5858895778656
19:14:37,300,sad,45.71429491043091
19:14:37,301,sad,52.862346172332764
19:14:37,302,fear,64.08907175064087
19:14:37,303,fear,64.45810198783875
19:14:37,304,sad,45.79352115354068
19:14:37,305,neutral,45.932236313819885
19:14:37,306,neutral,74.7147798538208
19:14:37,307,neutral,48.63777160644531
19:14:37,308,neutral,75.39633209749077
19:14:37,309,neutral,55.10035157203674
19:14:37,310,neutral,78.62527370452881
19:14:37,311,neutral,59.20246243476868
19:14:37,312,neutral,85.79518795013428
19:14:37,313,neutral,51.571229193879915
19:14:37,314,neutral,85.35295724868774
19:14:37,315,neutral,79.73735928535461
19:14:38,316,neutral,54.4935405254364
19:14:38,317,neutral,48.68634045124054
19:14:38,318,neutral,59.371787309646606
19:14:38,319,neutral,52.7472198009491
19:14:38,320,neutral,59.683436155319214
19:14:38,321,neutral,58.55545997619629
19:14:38,322,sad,69.0997064113617
19:14:38,323,neutral,54.524624887064085
19:14:38,324,sad,60.21360754966736
19:14:38,325,sad,74.37630295753479
19:14:38,326,sad,59.24328565597534
19:14:38,327,sad,46.5196430683136
19:14:38,328,sad,59.3655025580825
19:14:38,329,neutral,47.444531169207764
19:14:38,330,sad,60.81329584121704
19:14:38,331,sad,66.16960763931274
19:14:38,332,sad,69.85998153686523
